Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2
Lenovo,Ultrabook,17.3,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,128GB SSD +  1TB HDD,Intel HD Graphics 520,Windows 10 S,1.17,1078.4,8,,0,2560x1440,Intel,Core i7 6500U,2.5,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10 S,1.3,1095.5,8,,1,1920x1080,Intel,Core i7 6500U,2.5,256GB SSD,,256,SSD,,
Toshiba,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,256GB SSD,Intel HD Graphics 520,Windows 10 S,1.2,1117.0,16,,0,1920x1080,Intel,Core i7 6500U,2.5,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Nvidia Quadro M520M,System Windows 11,2.18,1186.0,16,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.54,1195.6,8,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD,,512,SSD,,
Toshiba,Ultrabook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.36,1200.1,16,,1,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.54,1206.6,8,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.16,1258.9,16,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD,,512,SSD,,
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11,1.88,1388.5,16,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD, 1TB HDD,512,SSD,1000,HDD
HP,Gaming,17.3,2560x1440,Intel Core i7 6500U 2.5GHz,8GB,512GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.54,1405.4,8,,0,2560x1440,Intel,Core i7 6500U,2.5,512GB SSD, 1TB HDD,512,SSD,1000,HDD
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,512GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.43,1425.1,16,,0,1920x1080,Intel,Core i7 6500U,2.5,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Lenovo,Gaming,18.4,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8GB,1TB SSD,Intel HD Graphics 520,System Windows 11 Pro,1.27,1495.5,8,,1,2560x1440,Intel,Core i7 6500U,2.5,1TB SSD,,1000,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i7 6560U 2.2GHz,16GB,256GB SSD +  1TB HDD,Intel Iris Graphics 540,Windows 10 S,1.3,1150.2,16,,1,3200x1800,Intel,Core i7 6560U,2.2,256GB SSD, 1TB HDD,256,SSD,1000,HDD
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD,Intel HD Graphics 520,Windows 10 S,1.43,926.4,8,,0,1920x1080,Intel,Core i7 6600U,2.6,512GB SSD,,512,SSD,,
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.7,952.0,8,,0,1920x1080,Intel,Core i7 6600U,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Lenovo,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.7,958.4,8,,0,1920x1080,Intel,Core i7 6600U,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 520,Windows 10 S,2.3,977.6,8,,0,1920x1080,Intel,Core i7 6600U,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,12GB,128GB SSD +  1TB HDD,Intel HD Graphics 520,Windows 10 S,1.4,1069.6,12,,0,1920x1080,Intel,Core i7 6600U,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Toshiba,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10 S,1.47,1102.9,8,,0,1920x1080,Intel,Core i7 6600U,2.6,256GB SSD,,256,SSD,,
Toshiba,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce 930M,Windows 10 S,1.47,1127.8,16,,0,1920x1080,Intel,Core i7 6600U,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
HP,Ultrabook,17.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,256GB SSD +  1TB HDD,Intel HD Graphics 520,Windows 10 S,1.48,1150.2,8,,1,2560x1440,Intel,Core i7 6600U,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,12GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.4,1187.9,12,,0,2560x1440,Intel,Core i7 6600U,2.6,512GB SSD,,512,SSD,,
Dell,Ultrabook,17.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Intel HD Graphics 520,System Windows 11,1.5,1255.1,16,,1,2560x1440,Intel,Core i7 6600U,2.6,512GB SSD,,512,SSD,,
Toshiba,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,Nvidia GeForce 930M,System Windows 11,2.4,1262.7,16,,0,1920x1080,Intel,Core i7 6600U,2.6,512GB SSD,,512,SSD,,
HP,Ultrabook,17.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11,1.48,1304.9,8,,1,2560x1440,Intel,Core i7 6600U,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6600U 2.6GHz,8GB,512GB SSD +  1TB HDD,Nvidia Quadro M500M,System Windows 11,1.8,1310.9,8,,1,1920x1080,Intel,Core i7 6600U,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Lenovo,Gaming,17.3,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD +  1TB HDD,Intel HD Graphics 520,System Windows 11,1.1,1342.0,16,,0,2560x1440,Intel,Core i7 6600U,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Lenovo,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16GB,1TB SSD,Intel HD Graphics 520,System Windows 11 Pro,1.4,1469.9,16,,0,1920x1080,Intel,Core i7 6600U,2.6,1TB SSD,,1000,SSD,,
Lenovo,Gaming,18.4,IPS Panel Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,1TB SSD,Intel HD Graphics 520,System Windows 11 Pro,2.8,1560.0,16,,1,2560x1440,Intel,Core i7 6600U,2.6,1TB SSD,,1000,SSD,,
Lenovo,Gaming,17.3,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,32GB,1TB SSD +  512GB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.36,1597.8,32,,1,2560x1440,Intel,Core i7 6600U,2.6,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Lenovo,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 6600U 2.6GHz,32GB,1TB SSD +  512GB HDD,Intel HD Graphics 520,System Windows 11 Pro,1.1,1675.1,32,,0,2560x1440,Intel,Core i7 6600U,2.6,1TB SSD, 512GB HDD,1000,SSD,512,HDD
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6GB,128GB SSD,Nvidia GeForce GTX 960M,Windows 10,2.18,510.8,6,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD,,128,SSD,,
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59,562.0,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD,,128,SSD,,
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 960M,Windows 10,2.6,574.8,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 960M,Windows 10,2.6,574.8,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD,,256,SSD,,
Lenovo,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 960M,System Windows 10 Home,2.6,574.8,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD,,256,SSD,,
Asus,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD,Nvidia GeForce GTX 960M,System Windows 10 Home,2.591,581.2,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD,,256,SSD,,
Lenovo,Ultrabook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,657.9,8,,1,1920x1080,Intel,Core i7 6700HQ,2.6,1TB HDD,,1000,HDD,,
Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,8GB,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,702.7,8,,0,3840x2160,Intel,Core i7 6700HQ,2.6,1TB HDD,,1000,HDD,,
Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 Pro,2.2,747.4,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10 Pro,2.3,747.4,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Lenovo,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10 Pro,3.31,764.7,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10 Pro,2.4,785.8,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Ultrabook,17.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10 Pro,4.33,811.3,8,,1,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10 Pro,2.6,813.3,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Ultrabook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows 10 S,2.06,830.5,8,,0,3840x2160,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Lenovo,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960,Windows 10 S,3.31,834.4,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10 S,3.52,839.2,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
Dell,Ultrabook,17.3,4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 970M,Windows 10 S,3.21,849.7,16,,0,3840x2160,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
Asus,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 960M,Windows 10 S,2.59,856.1,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S,2.2,943.8,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.9,966.2,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
HP,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia Quadro M1000M,Windows 10 S,2.59,998.0,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 965M,Windows 10 S,2.6,1022.3,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10 S,1.7,1131.0,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
Asus,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S,2.73,1150.2,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,System Windows 11,2.94,1163.0,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,256GB SSD, 1TB HDD,256,SSD,1000,HDD
HP,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,512GB SSD,Nvidia Quadro M1000M,System Windows 11,2.0,1214.1,8,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
Asus,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 970M,System Windows 11,4.0,1214.8,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
MSI,Ultrabook,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,1.8,1233.3,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
Acer,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,4.2,1237.2,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
MSI,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD,Nvidia GeForce GTX 1060,System Windows 11,2.43,1246.1,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD,,512,SSD,,
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,System Windows 11,4.3,1374.6,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,System Windows 11,1.91,1376.8,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,512GB SSD +  1TB HDD,Nvidia Quadro M1000M,System Windows 11 Pro,2.59,1425.1,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 980M,System Windows 11 Pro,4.6,1464.1,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD,,1000,SSD,,
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 980M,System Windows 11 Pro,4.3,1469.9,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD,,1000,SSD,,
Asus,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,2.34,1486.5,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD,,1000,SSD,,
Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,1TB SSD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.3,1502.5,16,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD,,1000,SSD,,
MSI,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1060,System Windows 11 Pro,2.43,1693.7,32,,0,3840x2160,Intel,Core i7 6700HQ,2.6,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.42,1790.2,32,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD, 512GB HDD,1000,SSD,512,HDD
HP,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,32GB,1TB SSD +  512GB HDD,AMD FirePro W6150M,System Windows 11 Pro,3.0,1853.5,32,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD, 512GB HDD,1000,SSD,512,HDD
HP,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,64GB,1TB SSD +  1TB HDD,Nvidia Quadro M3000M,System Windows 11 Pro,3,2525.1,64,,0,1920x1080,Intel,Core i7 6700HQ,2.6,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Asus,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10 S,3.58,817.7,8,,0,1920x1080,Intel,Core i7 6820HK,2.7,128GB SSD, 1TB HDD,128,SSD,1000,HDD
MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10 S,3.78,988.2,16,,0,1920x1080,Intel,Core i7 6820HK,2.7,256GB SSD, 1TB HDD,256,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,System Windows 11 Pro,4.14,1406.0,16,,0,1920x1080,Intel,Core i7 6820HK,2.7,512GB SSD, 1TB HDD,512,SSD,1000,HDD
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,16GB,1TB SSD,Nvidia GeForce GTX 980M,System Windows 11 Pro,4.5,1501.9,16,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD,,1000,SSD,,
Lenovo,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1070,System Windows 11 Pro,4.6,1702.6,32,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Lenovo,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 980M,System Windows 11 Pro,4.6,1758.2,32,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Dell,Gaming,18.4,2560x1440,Intel Core i7 6820HK 2.7GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1080,System Windows 11 Pro,4.36,1763.4,32,,0,2560x1440,Intel,Core i7 6820HK,2.7,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Asus,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,1TB SSD +  512GB HDD,Nvidia GeForce GTX 1080,System Windows 11 Pro,3.8,1789.6,32,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Lenovo,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,32GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 980M,System Windows 11 Pro,4.6,2071.5,32,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Asus,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,64GB,1TB SSD +  1TB HDD,Nvidia GeForce GTX 980 ,System Windows 11 Pro,3.58,2541.5,64,,0,1920x1080,Intel,Core i7 6820HK,2.7,1TB SSD, 1TB HDD,1000,SSD,1000,HDD
Dell,Ultrabook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD,Nvidia Quadro M620,System Windows 11,2.17,1262.7,16,,0,1920x1080,Intel,Core i7 6820HQ,2.7,512GB SSD,,512,SSD,,
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia Quadro M1200,System Windows 11,2,1365.0,16,,0,1920x1080,Intel,Core i7 6820HQ,2.7,512GB SSD, 1TB HDD,512,SSD,1000,HDD
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,512GB SSD +  1TB HDD,Nvidia Quadro M1000M,System Windows 11 Pro,2.0,1437.9,16,,0,1920x1080,Intel,Core i7 6820HQ,2.7,512GB SSD, 1TB HDD,512,SSD,1000,HDD
Dell,Gaming,18.4,IPS Panel Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,1TB SSD,Nvidia Quadro M620,System Windows 11 Pro,2.17,1494.8,16,,0,1920x1080,Intel,Core i7 6820HQ,2.7,1TB SSD,,1000,SSD,,
Lenovo,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16GB,1TB SSD,Nvidia Quadro M2000M,System Windows 11 Pro,2.5,1515.3,16,,0,3840x2160,Intel,Core i7 6820HQ,2.7,1TB SSD,,1000,SSD,,
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HQ 2.7GHz,16GB,1TB SSD,Nvidia GeForce GTX 980M,System Windows 11 Pro,3.78,1533.8,16,,0,1920x1080,Intel,Core i7 6820HQ,2.7,1TB SSD,,1000,SSD,,
Lenovo,Gaming,18.4,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,32GB,1TB SSD +  512GB HDD,Nvidia Quadro 3000M,System Windows 11 Pro,2.4,1897.6,32,,0,3840x2160,Intel,Core i7 6820HQ,2.7,1TB SSD, 512GB HDD,1000,SSD,512,HDD
MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,1TB SSD +  512GB HDD,Nvidia GTX 980 SLI,System Windows 11 Pro,4.4,1789.6,32,,0,1920x1080,Intel,Core i7 6920HQ,2.9,1TB SSD, 512GB HDD,1000,SSD,512,HDD
Razer,Ultrabook,17.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5GHz,16GB,256GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S,1.29,1150.2,16,,1,3840x2160,Intel,Core i7 7500U,2.5,256GB SSD, 1TB HDD,256,SSD,1000,HDD
