Company,TypeName,Inches,OpSys,Weight,Price,Ram_capacity,Ram_model,Touchscreen,Screen_resolution,Brand_RAM,Model,Clockspeed,Memory1,Memory2,Capacity1,Storage_Type_1,Capacity2,Storage_Type_2,ScreenResolution_encoded,Cpu_encoded,Gpu_encoded,Memory_encoded
HP,Notebook,17.3,System Windows 10 Home,1.88,595.9,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
Xiaomi,Notebook,17.3,System Windows 10 Home,1.28,597.8,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,42,66,72,7
HP,Notebook,17.3,System Windows 10 Home,2.31,601.0,4.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,35,66,47,7
HP,Ultrabook,15.6,Windows 10,1.54,639.4,4.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,35,66,47,3
Lenovo,Ultrabook,15.6,Windows 10,1.7,640.6,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,0,66,47,3
Toshiba,Ultrabook,15.6,Windows 10,1.75,652.1,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,36,66,47,3
Asus,Ultrabook,15.6,Windows 10,1.45,656.0,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,42,66,71,3
HP,Ultrabook,15.6,Windows 10,1.54,659.2,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,35,66,47,3
Lenovo,Ultrabook,15.6,Windows 10,2.3,671.1,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,35,66,47,3
Lenovo,Ultrabook,15.6,Windows 10,1.9,685.4,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,42,66,47,3
Toshiba,Notebook,15.6,Windows 10,1.2,700.1,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,0,66,47,3
Lenovo,Notebook,15.6,Windows 10,1.7,700.7,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,35,66,47,3
Lenovo,Notebook,15.6,Windows 10,1.3,702.7,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,36,66,47,3
HP,Notebook,15.6,Windows 10,1.54,703.3,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,35,66,47,3
Toshiba,Notebook,15.6,Windows 10,1.47,706.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,42,66,47,3
Toshiba,Ultrabook,15.6,Windows 10,2.2,715.4,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,0,66,47,3
HP,Ultrabook,15.6,Windows 10,1.95,734.6,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,1TB HDD,0,1000.0,HDD,0.0,0,0,66,47,3
HP,Ultrabook,15.6,Windows 10 Pro,2.31,744.9,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Toshiba,Ultrabook,15.6,Windows 10 Pro,1.95,754.4,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Lenovo,Ultrabook,15.6,Windows 10 Pro,1.7,758.3,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Toshiba,Ultrabook,15.6,Windows 10 Pro,1.2,764.0,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Toshiba,Ultrabook,15.6,Windows 10 Pro,1.2,764.0,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
HP,Ultrabook,15.6,Windows 10 Pro,1.95,764.0,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
HP,Ultrabook,15.6,Windows 10 Pro,1.26,766.6,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Lenovo,Ultrabook,15.6,Windows 10 Pro,1.7,766.6,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
HP,Ultrabook,15.6,Windows 10 Pro,2.31,766.6,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,0,66,47,2
Toshiba,Ultrabook,15.6,Windows 10 Pro,1.5,773.6,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
Toshiba,Ultrabook,15.6,Windows 10 Pro,1.2,775.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,35,66,47,7
HP,Ultrabook,15.6,Windows 10 Pro,1.26,795.4,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,0,66,47,7
Lenovo,Ultrabook,17.3,Windows 10 S,2.02,856.7,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,35,66,47,11
Lenovo,Ultrabook,17.3,Windows 10 S,2.3,862.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,35,66,47,11
Dell,Ultrabook,17.3,Windows 10 S,1.5,903.5,8.0,0,0,1366x768,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,0,66,47,11
Toshiba,Ultrabook,17.3,Windows 10 S,1.2,933.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,35,66,47,11
Lenovo,Ultrabook,17.3,Windows 10 S,1.65,936.7,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,35,66,47,11
HP,Ultrabook,17.3,Windows 10 S,1.43,939.2,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,512GB SSD,0,512.0,SSD,0.0,0,35,66,47,11
Toshiba,Ultrabook,17.3,System Windows 11 Pro,1.47,952.6,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,1,256.0,SSD,1000.0,1,42,66,47,8
HP,Gaming,17.3,Windows 10,1.43,967.4,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,1,256.0,SSD,1000.0,1,35,66,47,8
HP,Gaming,17.3,Windows 10 S,1.26,1009.5,4.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,1,256.0,SSD,1000.0,1,35,66,47,8
HP,Gaming,17.3,Windows 10 S,1.88,1009.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,1,256.0,SSD,1000.0,1,35,66,47,8
Toshiba,Gaming,17.3,Windows 10 S,1.2,1016.6,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,256GB SSD,1,256.0,SSD,1000.0,1,35,66,47,8
HP,Gaming,17.3,Windows 10 S,2.4,1022.3,4.0,0,0,1366x768,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,0,66,47,2
Lenovo,Ultrabook,17.3,Windows 10 S,1.36,1046.6,8.0,0,1,2560x1440,Intel,Core i5 6200U,2.3,256GB SSD,0,256.0,SSD,0.0,0,56,66,47,7
HP,Ultrabook,17.3,Windows 10 S,1.26,1067.1,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
HP,Ultrabook,17.3,Windows 10 S,1.16,1080.5,8.0,0,0,1920x1080,Intel,Core i5 6200U,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,66,47,2
Lenovo,Ultrabook,15.6,Windows 10 Pro,1.3,766.6,8.0,0,1,3200x1800,Intel,Core i5 6260U,1.8,128GB SSD,1,128.0,SSD,1000.0,1,45,67,50,2
Lenovo,Notebook,15.6,Windows 10,2.6,504.5,8.0,0,0,1920x1080,Intel,Core i5 6300HQ,2.3,128GB SSD,0,128.0,SSD,0.0,0,42,68,89,1
Lenovo,Ultrabook,17.3,Windows 10,2.3,624.7,4.0,0,0,1920x1080,Intel,Core i5 6300HQ,2.3,1TB HDD,0,1000.0,HDD,0.0,0,42,68,86,3
HP,Ultrabook,17.3,Windows 10,3.35,721.8,8.0,0,0,1920x1080,Intel,Core i5 6300HQ,2.3,1TB HDD,0,1000.0,HDD,0.0,0,42,68,79,3
Lenovo,Ultrabook,15.6,Windows 10 Pro,1.8,761.5,8.0,0,0,1920x1080,Intel,Core i5 6300HQ,2.3,128GB SSD,1,128.0,SSD,1000.0,1,35,68,47,2
HP,Ultrabook,17.3,Windows 10 S,2.75,894.5,8.0,0,0,1920x1080,Intel,Core i5 6300HQ,2.3,512GB SSD,0,512.0,SSD,0.0,0,42,68,90,11
Dell,Gaming,17.3,System Windows 11 Pro,2.04,1439.0,16.0,0,0,3840x2160,Intel,Core i5 6300HQ,2.3,1TB SSD,0,1000.0,SSD,0.0,0,52,68,73,4
Dell,Ultrabook,15.6,Windows 10,2.09,669.1,8.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,1TB HDD,0,1000.0,HDD,0.0,0,35,69,47,3
Dell,Ultrabook,15.6,Windows 10,2.09,679.6,8.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,1TB HDD,0,1000.0,HDD,0.0,0,35,69,47,3
Dell,Notebook,15.6,Linux,1.23,702.7,8.0,0,1,3200x1800,Intel,Core i5 6300U,2.4,1TB HDD,0,1000.0,HDD,0.0,0,57,69,47,3
HP,Notebook,15.6,Windows 10,1.48,703.3,8.0,0,0,1366x768,Intel,Core i5 6300U,2.4,1TB HDD,0,1000.0,HDD,0.0,0,0,69,47,3
Dell,Ultrabook,15.6,Windows 10 Pro,1.56,785.8,8.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,256GB SSD,0,256.0,SSD,0.0,0,35,69,47,7
Toshiba,Gaming,17.3,Windows 10 S,1.2,981.4,8.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,256GB SSD,1,256.0,SSD,1000.0,1,35,69,47,8
HP,Ultrabook,17.3,Windows 10 S,1.48,1041.5,8.0,0,1,1920x1080,Intel,Core i5 6300U,2.4,256GB SSD,0,256.0,SSD,0.0,0,34,69,47,7
Dell,Ultrabook,17.3,Windows 10 S,1.26,1095.5,8.0,0,1,1920x1080,Intel,Core i5 6300U,2.4,256GB SSD,0,256.0,SSD,0.0,0,34,69,47,7
HP,Ultrabook,17.3,System Windows 11,1.26,1211.6,8.0,0,0,1366x768,Intel,Core i5 6300U,2.4,512GB SSD,0,512.0,SSD,0.0,0,0,69,47,11
HP,Ultrabook,17.3,System Windows 11,1.84,1214.8,8.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,512GB SSD,0,512.0,SSD,0.0,0,35,69,47,11
HP,Gaming,17.3,System Windows 11,1.84,1344.8,16.0,0,0,1920x1080,Intel,Core i5 6300U,2.4,512GB SSD,1,512.0,SSD,1000.0,1,35,69,47,12
Dell,Ultrabook,17.3,Windows 10 S,2.23,875.3,8.0,0,0,1920x1080,Intel,Core i5 6440HQ,2.6,512GB SSD,0,512.0,SSD,0.0,0,35,70,2,11
HP,Notebook,15.6,Windows 10,2.04,541.2,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,71,69,1
Acer,Notebook,15.6,Windows 10,2.4,282.5,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
HP,Notebook,17.3,Windows 10,1.86,310.1,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
HP,Notebook,15.6,Windows 10,1.86,312.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Lenovo,Notebook,15.6,Windows 10,1.9,318.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Asus,Notebook,17.3,Windows 10,2.1,331.8,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,64,0
Dell,Notebook,17.3,Windows 10,2.18,333.7,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,47,0
Asus,Notebook,17.3,Windows 10,2.3,334.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,72,0
Dell,Notebook,17.3,Windows 10,2.14,345.2,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Lenovo,Notebook,17.3,Windows 10,1.9,351.0,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,53,0
Acer,Notebook,17.3,Windows 10,2.23,351.0,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Dell,Notebook,17.3,Windows 10,2.36,356.4,4.0,0,1,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,62,72,53,0
Asus,Notebook,17.3,Windows 10,2.0,357.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,53,0
HP,Notebook,17.3,Windows 10,2.04,357.4,4.0,0,1,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,62,72,53,0
Dell,Notebook,17.3,Windows 10,2.25,357.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,40,0
Acer,Notebook,17.3,Windows 10,2.4,357.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Lenovo,Notebook,17.3,Windows 10,2.4,360.6,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,53,0
Dell,Notebook,17.3,Windows 10,2.24,361.2,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,24,0
Dell,Notebook,17.3,Windows 10,2.18,363.8,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,22,0
HP,Notebook,17.3,Windows 10,1.91,370.2,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Lenovo,Notebook,17.3,Windows 10,2.2,370.2,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,53,0
Dell,Notebook,17.3,Windows 10,2.3,374.0,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,35,72,24,0
Asus,Notebook,17.3,Windows 10,2.0,374.8,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
HP,Notebook,17.3,Windows 10,1.91,376.6,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB HDD,0,128.0,HDD,0.0,0,0,72,53,0
Lenovo,Notebook,17.3,Windows 10,2.79,376.6,8.0,0,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,29,72,66,7
Dell,Notebook,17.3,Windows 10,2.32,376.9,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,30,7
Asus,Notebook,17.3,Windows 10,2.3,377.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Lenovo,Notebook,17.3,Windows 10,2.2,381.7,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,53,7
Dell,Notebook,15.6,Windows 10,2.3,382.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,24,7
HP,Notebook,15.6,Windows 10,1.96,383.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Acer,Notebook,15.6,Windows 10,2.1,383.0,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,53,7
Dell,Notebook,15.6,Windows 10,2.25,383.0,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,24,7
Lenovo,Notebook,15.6,Windows 10,2.4,389.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,65,7
HP,Notebook,15.6,Windows 10,1.86,391.7,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,6,7
Acer,Notebook,15.6,Windows 10,2.23,393.8,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,72,7
HP,Notebook,15.6,Windows 10,1.91,395.8,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,6,7
Acer,Notebook,15.6,Windows 10,2.23,395.8,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,53,7
Lenovo,Notebook,15.6,Windows 10,2.1,397.3,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Dell,Notebook,15.6,Windows 10,2.36,408.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,30,7
Dell,Notebook,15.6,Windows 10,2.36,408.5,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,30,7
Asus,Notebook,15.6,Windows 10,1.5,408.6,4.0,0,1,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,34,72,53,7
HP,Notebook,15.6,Windows 10,1.86,408.6,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,53,7
Dell,Notebook,15.6,Windows 10,2.3,408.6,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,35,72,24,7
Dell,Notebook,15.6,Windows 10,2.25,414.9,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,0,72,53,7
Lenovo,Notebook,17.3,Windows 10,2.8,414.9,4.0,0,0,1600x900,Intel,Core i5 7200U,2.5,256GB SSD,0,256.0,SSD,0.0,0,29,72,84,7
Dell,Notebook,15.6,Windows 10,2.18,420.1,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
HP,Notebook,15.6,Windows 10,1.58,421.3,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,42,72,72,10
HP,Notebook,15.6,Windows 10,2.3,437.8,4.0,0,1,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,62,72,53,10
Dell,Notebook,15.6,Windows 10,2.18,438.0,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,0,72,22,10
HP,Notebook,15.6,Windows 10,1.86,441.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
Acer,Notebook,15.6,Windows 10,2.23,441.8,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,72,10
Lenovo,Notebook,15.6,Windows 10,2.4,444.4,6.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,66,10
HP,Notebook,13.3,Windows 10,1.32,446.9,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,42,72,53,10
Lenovo,Notebook,14.0,Windows 10,1.7,446.9,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
HP,Notebook,17.3,Windows 10,2.71,446.9,6.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,42,72,6,10
Dell,Notebook,15.6,Windows 10,2.18,452.7,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,0,72,53,10
Dell,Notebook,15.6,Windows 10,2.18,456.5,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,0,72,53,10
Lenovo,Notebook,17.3,Windows 10,2.8,459.7,6.0,0,0,1600x900,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,29,72,85,10
Dell,Notebook,15.6,Windows 10,1.98,464.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
Fujitsu,Notebook,15.6,Windows 10,2.2,472.5,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,0,72,53,10
Asus,Notebook,15.6,Windows 10,2.2,472.5,8.0,0,1,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,62,72,47,10
HP,Notebook,15.6,Windows 10,2.04,474.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,0,72,53,10
Asus,Notebook,15.6,Windows 10,2.37,478.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
Dell,Notebook,15.6,Windows 10,2.18,479.5,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,500GB HDD,0,500.0,HDD,0.0,0,35,72,53,10
Asus,Notebook,15.6,Windows 10,2.0,491.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,67,1
HP,Notebook,14.0,Windows 10,1.64,498.1,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Dell,Notebook,15.6,Windows 10,2.5,501.3,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,30,1
Lenovo,Notebook,14.0,Windows 10,1.87,501.9,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Dell,Notebook,15.6,Windows 10,2.18,505.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,22,1
Toshiba,Notebook,15.6,Windows 10,2.0,507.0,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Dell,Notebook,15.6,Windows 10,2.18,508.3,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Fujitsu,Notebook,15.6,Windows 10,2.2,510.8,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Acer,Notebook,15.6,Windows 10,2.4,510.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,86,1
HP,Notebook,15.6,Windows 10,2.04,515.3,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Dell,Notebook,15.6,Windows 10,1.95,517.9,8.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Lenovo,Notebook,15.6,Windows 10,1.9,519.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,4,1
Lenovo,Notebook,15.6,Windows 10,1.9,523.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,24,1
Lenovo,Notebook,15.6,Windows 10,2.3,523.6,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,72,1
Dell,Notebook,15.6,Windows 10,1.9,527.5,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Lenovo,Notebook,15.6,Windows 10,2.3,530.7,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Dell,Notebook,15.6,Windows 10,2.18,534.5,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
HP,Notebook,13.3,Windows 10,1.58,534.9,8.0,0,1,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,53,72,53,1
HP,Notebook,15.6,Windows 10,2.04,536.4,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Lenovo,Notebook,15.6,Windows 10,2.3,543.9,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,72,53,1
Lenovo,Notebook,14.0,Windows 10,1.87,548.0,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,72,66,1
Dell,Notebook,14.0,Windows 10,1.6,549.2,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
Toshiba,Notebook,15.6,Windows 10,2.0,549.8,8.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,42,72,53,1
Dell,Notebook,14.0,Windows 10,1.6,559.4,4.0,0,0,1366x768,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,0,72,53,1
Lenovo,Notebook,13.3,Windows 10,1.44,563.3,4.0,0,0,1920x1080,Intel,Core i5 7200U,2.5,128GB SSD,0,128.0,SSD,0.0,0,35,72,53,1
